CustomerID	WorkOrderID	VehicleID	OrderDate	OrderServiceType	OrderIssueDesc	OrderParts	OrderPartsCost	OrderPartsMarkup	OrderHoursSpent	OrderShopRate	OrderPartsEstimate	OrderHoursEstimate	OrderWhichVehicle	OrderResolution	OrderDiscounts	MilesOnVehicle
698	2052	1042	11/29/2023	Diagnostics	Customer noticed sluggish acceleration and increased fuel usage.	Full diagnostic scan and wiring harness testing	436.32	33.05%	3.5	120	479.95	4	Randy's Car	Diagnostics service completed successfully.	16.87	66069
698	2053	1042	6/23/2025	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	OEM fuse pack and battery sensor module	252.14	41.23%	1.4	120	277.35	1.9	Randy's Car	Battery/Electrical service completed successfully.	27.51	66942
698	2054	1042	4/6/2025	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	465.07	47.47%	4.5	120	511.58	5	Randy's Car	Miscellaneous/Other service completed successfully.	2.67	69112
699	2055	1043	8/31/2023	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	159.43	29.12%	2.6	120	175.37	3.1	Scott's Car	Pre-Purchase Inspection service completed successfully.	18.37	45154
699	2056	1043	8/27/2023	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	133.1	31.32%	2.5	120	146.41	3	Scott's Car	Custom/Accessory Install service completed successfully.	24.74	47697
699	2057	1044	2/23/2025	Safety	Airbag warning light is illuminated on dashboard.	Airbag module and seatbelt latch	432.43	32.04%	3.4	120	475.67	3.9	Scott's Van	Safety service completed successfully.	28.28	33036
700	2058	1045	3/21/2025	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	157.62	31.89%	4.4	120	173.38	4.9	James's Car	Interior/Upholstery service completed successfully.	26.46	66173
701	2059	1046	6/30/2024	Repair	Water leak under driver’s seat after rainstorm.	OEM seals and interior leak test kit	311	52.65%	4.6	120	342.1	5.1	Corey's Car	Repair service completed successfully.	21.49	19325
701	2060	1046	4/18/2025	Tires	Generic Tires entry.	Generic Tires entry.	332.28	49.42%	3.6	120	365.51	4.1	Corey's Car	Tires service completed successfully.	23.1	21280
701	2061	1046	8/10/2024	Repair	Exhaust pipe rusted through; needs replacement.	Window motor assembly and wiring kit	312.65	46.12%	3.3	120	343.92	3.8	Corey's Car	Repair service completed successfully.	17.02	22776
702	2062	1047	6/28/2025	Diagnostics	Customer noticed sluggish acceleration and increased fuel usage.	Sensor probe set and voltage diagnostics tools	66.32	44.13%	1.5	120	72.95	2	Richard's Car	Diagnostics service completed successfully.	22.66	52492
702	2063	1047	4/5/2025	Suspension/Steering	Steering wheel vibrates at highway speeds.	Tie rod ends and sway bar link replacements	105.1	48.10%	3.7	120	115.61	4.2	Richard's Car	Suspension/Steering service completed successfully.	10.83	55190
702	2064	1047	11/4/2023	Tires	Generic Tires entry.	Generic Tires entry.	442.57	46.56%	3.2	120	486.83	3.7	Richard's Car	Tires service completed successfully.	7	57774
702	2065	1048	1/3/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	436.23	57.24%	1.5	120	479.85	2	Richard's Car	Maintenance service completed successfully.	26.84	50806
702	2066	1048	11/21/2024	Battery/Electrical	Interior lights flicker when driving over rough roads.	OEM fuse pack and battery sensor module	56.37	57.51%	4	120	62.01	4.5	Richard's Car	Battery/Electrical service completed successfully.	8.18	51782
702	2067	1048	4/27/2024	Fleet Services	Fleet unit overdue for DOT compliance check.	Fleet fluid replacement and standard brake pads	375.42	47.19%	2.6	120	412.96	3.1	Richard's Car	Fleet Services service completed successfully.	25.98	52578
703	2068	1049	5/27/2025	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	440.49	57.52%	2.5	120	484.54	3	James's Car	Maintenance service completed successfully.	17.7	59071
703	2069	1049	6/5/2025	Safety	Customer concerned about recall on ABS system.	Brake sensor harness and warning light tool	472.33	59.89%	1.7	120	519.56	2.2	James's Car	Safety service completed successfully.	24.81	61430
704	2070	1050	10/17/2024	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	340.79	30.92%	2.8	120	374.87	3.3	Amber's Van	Roadside Assistance service completed successfully.	17.04	75375
704	2071	1050	9/23/2023	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	177.31	27.32%	3.4	120	195.04	3.9	Amber's Van	Performance Upgrades service completed successfully.	13.84	76883
704	2072	1050	1/23/2025	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	410.08	50.64%	1.9	120	451.09	2.4	Amber's Van	Exhaust/Emissions service completed successfully.	25.34	78222
705	2073	1051	4/20/2024	Battery/Electrical	Interior lights flicker when driving over rough roads.	Starter relay and alternator belt	294.41	40.21%	3.4	120	323.85	3.9	Joshua's Truck	Battery/Electrical service completed successfully.	8.22	38302
706	2074	1052	8/13/2024	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	465.47	51.15%	1.8	120	512.02	2.3	Alexander's Car	Interior/Upholstery service completed successfully.	8.11	72150
706	2075	1052	3/8/2024	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	106.77	28.68%	4.1	120	117.45	4.6	Alexander's Car	Seasonal Prep service completed successfully.	13.1	72980
706	2076	1053	2/28/2025	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	197.6	37.51%	1.9	120	217.36	2.4	Alexander's Truck	Body/Paint service completed successfully.	4.59	67254
706	2077	1053	10/15/2023	Oil/Fluid	Transmission fluid shows signs of contamination.	Coolant flush system and antifreeze pack	361.49	31.72%	3.1	120	397.64	3.6	Alexander's Truck	Oil/Fluid service completed successfully.	22.21	69008
706	2078	1053	7/5/2025	Suspension/Steering	Vehicle leans to one side when turning.	Shock absorber kit and alignment tools	156.58	49.15%	1.7	120	172.24	2.2	Alexander's Truck	Suspension/Steering service completed successfully.	3.37	70584
707	2079	1054	11/6/2023	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	287.54	57.69%	5	120	316.29	5.5	Mitchell's Car	Miscellaneous/Other service completed successfully.	3.62	19646
708	2080	1055	1/10/2025	Battery/Electrical	Interior lights flicker when driving over rough roads.	Starter relay and alternator belt	265.1	29.17%	4.2	120	291.61	4.7	Tonya's Car	Battery/Electrical service completed successfully.	7.13	79283
708	2081	1055	8/12/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	498.65	42.44%	3.6	120	548.51	4.1	Tonya's Car	Body/Paint service completed successfully.	20.28	80376
708	2082	1055	12/31/2023	Brakes	Customer reports squealing noise when braking.	Two-piece rotors and high-performance brake fluid	106.47	41.91%	3.4	120	117.12	3.9	Tonya's Car	Brakes service completed successfully.	3.81	81132
709	2083	1056	2/16/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	429.26	35.08%	1	120	472.19	1.5	Rebecca's Car	Exhaust/Emissions service completed successfully.	7.01	31476
709	2084	1056	10/25/2023	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	378.37	49.65%	2.2	120	416.21	2.7	Rebecca's Car	Glass/Windshield service completed successfully.	14.21	33363
709	2085	1056	11/10/2024	Battery/Electrical	Electrical system reset on its own while parked.	Starter relay and alternator belt	251.81	54.88%	2.1	120	276.99	2.6	Rebecca's Car	Battery/Electrical service completed successfully.	0.16	36017
710	2086	1057	11/13/2023	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	75.49	34.37%	4.3	120	83.04	4.8	Ryan's Truck	Body/Paint service completed successfully.	22.43	11000
710	2087	1057	3/27/2025	Repair	Water leak under driver’s seat after rainstorm.	Window motor assembly and wiring kit	402.78	53.05%	2.6	120	443.06	3.1	Ryan's Truck	Repair service completed successfully.	29.33	11777
710	2088	1057	10/13/2023	Repair	Water leak under driver’s seat after rainstorm.	Replacement exhaust pipe and hangers	250.38	40.10%	4.3	120	275.42	4.8	Ryan's Truck	Repair service completed successfully.	8.68	13183
711	2089	1058	1/23/2024	Brakes	Customer reports squealing noise when braking.	Two-piece rotors and high-performance brake fluid	190.6	52.20%	1.2	120	209.66	1.7	Laura's Truck	Brakes service completed successfully.	17.47	66580
711	2090	1058	10/21/2023	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	126.6	41.54%	1.3	120	139.26	1.8	Laura's Truck	Seasonal Prep service completed successfully.	20.82	67240
711	2091	1058	5/27/2025	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	420.12	49.35%	4.6	120	462.13	5.1	Laura's Truck	Miscellaneous/Other service completed successfully.	4.98	68320
711	2092	1059	1/28/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	148.29	53.88%	3.2	120	163.12	3.7	Laura's Van	Miscellaneous/Other service completed successfully.	27.93	39168
711	2093	1059	10/6/2023	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	295.5	49.05%	1.8	120	325.05	2.3	Laura's Van	Seasonal Prep service completed successfully.	16.58	40236
711	2094	1059	6/11/2025	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	267.96	43.79%	1.4	120	294.76	1.9	Laura's Van	Body/Paint service completed successfully.	8.77	40848
712	2095	1060	3/6/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	326.47	43.26%	1.6	120	359.12	2.1	Vanessa's Van	Miscellaneous/Other service completed successfully.	29.59	72023
713	2096	1061	9/5/2023	Oil/Fluid	Oil change due based on mileage; customer requested full inspection.	Coolant flush system and antifreeze pack	145	51.27%	1.8	120	159.5	2.3	James's Van	Oil/Fluid service completed successfully.	17.73	49298
713	2097	1062	9/14/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	464.26	46.14%	2.9	120	510.69	3.4	James's Car	Performance Upgrades service completed successfully.	12.35	65328
713	2098	1062	3/29/2025	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	136.22	49.76%	1	120	149.84	1.5	James's Car	Body/Paint service completed successfully.	3.93	66819
713	2099	1062	10/28/2023	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	371.4	27.59%	2.9	120	408.54	3.4	James's Car	Exhaust/Emissions service completed successfully.	26.14	68369
714	2100	1063	1/8/2025	Tires	Generic Tires entry.	Generic Tires entry.	114.82	32.22%	2.1	120	126.3	2.6	Tammy's Van	Tires service completed successfully.	5.05	73995
714	2101	1063	4/25/2025	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	56.84	35.45%	3.7	120	62.52	4.2	Tammy's Van	Exhaust/Emissions service completed successfully.	14.45	76537
714	2102	1063	12/2/2023	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	415.17	37.34%	3.5	120	456.69	4	Tammy's Van	Seasonal Prep service completed successfully.	20.57	79411
715	2103	1064	5/24/2025	Safety	Customer concerned about recall on ABS system.	Airbag module and seatbelt latch	313.9	52.73%	2.8	120	345.29	3.3	Kirk's Van	Safety service completed successfully.	18.03	17866
715	2104	1064	3/2/2025	Suspension/Steering	Vehicle leans to one side when turning.	Shock absorber kit and alignment tools	246.44	32.98%	2.9	120	271.08	3.4	Kirk's Van	Suspension/Steering service completed successfully.	5.22	20003
715	2105	1064	10/16/2023	Suspension/Steering	Vehicle leans to one side when turning.	Strut assembly and control arm kit	431.13	53.42%	3.6	120	474.24	4.1	Kirk's Van	Suspension/Steering service completed successfully.	21.47	20619
716	2106	1065	7/11/2025	Repair	Exhaust pipe rusted through; needs replacement.	OEM seals and interior leak test kit	479.38	35.21%	4.9	120	527.32	5.4	Eric's Truck	Repair service completed successfully.	23.68	65357
717	2107	1066	10/14/2024	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	261.08	25.74%	2.9	120	287.19	3.4	Keith's Car	Glass/Windshield service completed successfully.	27.13	49951
717	2108	1066	10/28/2024	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	139.4	56.12%	3.6	120	153.34	4.1	Keith's Car	Glass/Windshield service completed successfully.	13.17	51672
717	2109	1066	8/28/2023	Brakes	Brake pedal feels soft; stopping distance increased.	Ceramic brake pad kit and caliper brackets	106.89	40.37%	4.4	120	117.58	4.9	Keith's Car	Brakes service completed successfully.	19.24	53424
717	2110	1067	6/28/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	64.5	56.49%	3.8	120	70.95	4.3	Keith's Car	Pre-Purchase Inspection service completed successfully.	20.21	66102
717	2111	1067	11/7/2023	Suspension/Steering	Vehicle leans to one side when turning.	Shock absorber kit and alignment tools	419.64	29.93%	2.4	120	461.6	2.9	Keith's Car	Suspension/Steering service completed successfully.	7.38	67720
717	2112	1067	9/21/2023	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	315.51	29.85%	3.2	120	347.06	3.7	Keith's Car	Interior/Upholstery service completed successfully.	29.59	69060
718	2113	1068	10/29/2023	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	261.82	54.28%	2	120	288	2.5	Jacob's Truck	Seasonal Prep service completed successfully.	9.49	25953
718	2114	1069	11/26/2023	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	73.9	28.82%	1.8	120	81.29	2.3	Jacob's Van	Performance Upgrades service completed successfully.	15.94	14221
718	2115	1069	2/10/2025	Suspension/Steering	Vehicle leans to one side when turning.	Tie rod ends and sway bar link replacements	234.57	35.89%	1.6	120	258.03	2.1	Jacob's Van	Suspension/Steering service completed successfully.	28.41	14811
719	2116	1070	10/31/2023	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	192.24	32.35%	1.7	120	211.46	2.2	Maria's Van	Exhaust/Emissions service completed successfully.	28.38	16841
720	2117	1071	4/29/2025	Diagnostics	Check engine light illuminated after recent fill-up.	Full diagnostic scan and wiring harness testing	289.41	31.27%	4.1	120	318.35	4.6	Richard's Van	Diagnostics service completed successfully.	25.73	30518
720	2118	1071	7/28/2024	Repair	Rear window motor not functioning properly.	Window motor assembly and wiring kit	355.02	44.44%	4.8	120	390.52	5.3	Richard's Van	Repair service completed successfully.	1.71	31999
721	2119	1072	1/31/2025	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	365.29	26.46%	2.3	120	401.82	2.8	Michael's Car	Pre-Purchase Inspection service completed successfully.	23.75	78334
722	2120	1073	3/1/2024	Tires	Generic Tires entry.	Generic Tires entry.	447.14	55.51%	1.1	120	491.85	1.6	Ashley's Truck	Tires service completed successfully.	19.94	68102
722	2121	1073	10/10/2023	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	262.58	42.40%	3.3	120	288.84	3.8	Ashley's Truck	Custom/Accessory Install service completed successfully.	7.04	69029
722	2122	1074	4/3/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	155.79	55.94%	4.5	120	171.37	5	Ashley's Car	Body/Paint service completed successfully.	10.35	54996
722	2123	1074	9/14/2024	Safety	Customer concerned about recall on ABS system.	Airbag module and seatbelt latch	488.99	38.75%	3.6	120	537.89	4.1	Ashley's Car	Safety service completed successfully.	20.53	56262
723	2124	1075	1/21/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	408.27	58.53%	4.8	120	449.1	5.3	Eugene's Car	Exhaust/Emissions service completed successfully.	3.26	25021
723	2125	1076	4/19/2025	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	288.27	41.17%	1.5	120	317.1	2	Eugene's Car	Custom/Accessory Install service completed successfully.	2.82	28438
723	2126	1076	9/28/2023	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	198.52	34.83%	1.6	120	218.37	2.1	Eugene's Car	Body/Paint service completed successfully.	13.13	29900
723	2127	1076	8/30/2024	Fleet Services	Quarterly fleet maintenance scheduled for company vehicle.	Fleet fluid replacement and standard brake pads	190.03	27.01%	4.7	120	209.03	5.2	Eugene's Car	Fleet Services service completed successfully.	12.78	32097
724	2128	1077	1/9/2025	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	116.92	41.17%	3.8	120	128.61	4.3	Victoria's Car	Miscellaneous/Other service completed successfully.	24.57	77732
725	2129	1078	6/24/2025	Brakes	Brake pedal feels soft; stopping distance increased.	Ceramic brake pad kit and caliper brackets	52.14	53.29%	2	120	57.35	2.5	Peter's Truck	Brakes service completed successfully.	10.55	44995
725	2130	1078	3/5/2024	Battery/Electrical	Interior lights flicker when driving over rough roads.	Starter relay and alternator belt	335.4	27.20%	1.1	120	368.94	1.6	Peter's Truck	Battery/Electrical service completed successfully.	7.24	45603
725	2131	1078	10/22/2023	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	478.25	43.17%	4.1	120	526.08	4.6	Peter's Truck	Pre-Purchase Inspection service completed successfully.	10.74	47248
726	2132	1079	7/6/2024	Diagnostics	Check engine light illuminated after recent fill-up.	OBD-II scanner and engine compression test kit	91.82	52.05%	2.5	120	101	3	Jeffrey's Truck	Diagnostics service completed successfully.	22.44	57757
726	2133	1079	5/9/2025	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	Starter relay and alternator belt	109.01	49.87%	5	120	119.91	5.5	Jeffrey's Truck	Battery/Electrical service completed successfully.	0.58	59089
727	2134	1080	9/26/2023	Tires	Generic Tires entry.	Generic Tires entry.	258.48	47.44%	1.2	120	284.33	1.7	Steven's Car	Tires service completed successfully.	5.36	31699
728	2135	1081	3/2/2025	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	107.99	36.32%	4.4	120	118.79	4.9	William's Van	Exhaust/Emissions service completed successfully.	22.19	63803
728	2136	1081	9/20/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	272.51	43.55%	1.2	120	299.76	1.7	William's Van	Body/Paint service completed successfully.	29.43	66248
728	2137	1081	8/11/2023	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	452.83	58.88%	2.9	120	498.11	3.4	William's Van	Performance Upgrades service completed successfully.	24.06	68028
728	2138	1082	4/29/2024	Repair	Exhaust pipe rusted through; needs replacement.	OEM seals and interior leak test kit	468.33	52.03%	3.8	120	515.16	4.3	William's Car	Repair service completed successfully.	3.27	78607
728	2139	1082	12/15/2023	Repair	Exhaust pipe rusted through; needs replacement.	Replacement exhaust pipe and hangers	368.59	55.97%	4.5	120	405.45	5	William's Car	Repair service completed successfully.	6.74	80437
728	2140	1082	5/7/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	455.07	29.68%	1.6	120	500.58	2.1	William's Car	Body/Paint service completed successfully.	29.41	83099
729	2141	1083	10/20/2023	Brakes	Grinding sound noticed when slowing down from high speeds.	Two-piece rotors and high-performance brake fluid	430.02	38.98%	4	120	473.02	4.5	Jessica's Truck	Brakes service completed successfully.	22.56	68213
729	2142	1083	7/28/2023	Repair	Water leak under driver’s seat after rainstorm.	Window motor assembly and wiring kit	109.79	39.45%	2.4	120	120.77	2.9	Jessica's Truck	Repair service completed successfully.	7.51	68993
729	2143	1084	4/19/2024	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	73.69	41.18%	4.9	120	81.06	5.4	Jessica's Car	Glass/Windshield service completed successfully.	19.66	72743
730	2144	1085	7/18/2023	Repair	Rear window motor not functioning properly.	OEM seals and interior leak test kit	270.71	29.88%	3.3	120	297.78	3.8	Jonathan's Car	Repair service completed successfully.	4.6	13553
730	2145	1085	3/16/2025	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	395.15	25.42%	4.4	120	434.67	4.9	Jonathan's Car	Seasonal Prep service completed successfully.	8.65	14528
730	2146	1086	10/15/2024	Brakes	Brake pedal feels soft; stopping distance increased.	Ceramic brake pad kit and caliper brackets	165.8	57.91%	3.7	120	182.38	4.2	Jonathan's Truck	Brakes service completed successfully.	13.01	33052
730	2147	1086	7/10/2025	Repair	Exhaust pipe rusted through; needs replacement.	Replacement exhaust pipe and hangers	255.08	51.18%	3.4	120	280.59	3.9	Jonathan's Truck	Repair service completed successfully.	13.47	34164
730	2148	1086	5/11/2025	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	182.19	34.29%	1.3	120	200.41	1.8	Jonathan's Truck	Seasonal Prep service completed successfully.	24.64	36027
731	2149	1087	6/16/2025	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	324.82	46.27%	4.2	120	357.3	4.7	Deborah's Truck	Roadside Assistance service completed successfully.	0.25	11858
731	2150	1087	5/21/2025	Tires	Generic Tires entry.	Generic Tires entry.	330.33	53.18%	2.1	120	363.36	2.6	Deborah's Truck	Tires service completed successfully.	27.54	14514
731	2151	1087	10/5/2023	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	OEM fuse pack and battery sensor module	230.9	46.50%	2.6	120	253.99	3.1	Deborah's Truck	Battery/Electrical service completed successfully.	25.16	15296
731	2152	1088	4/13/2024	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	236.39	46.28%	3.8	120	260.03	4.3	Deborah's Car	Glass/Windshield service completed successfully.	17.68	17070
731	2153	1088	3/10/2025	Repair	Rear window motor not functioning properly.	OEM seals and interior leak test kit	325.4	40.68%	4.7	120	357.94	5.2	Deborah's Car	Repair service completed successfully.	10.55	18951
731	2154	1088	1/6/2024	Fleet Services	Corporate van requires oil change and tire rotation.	DOT compliance kit and inspection log	114.99	27.04%	2.6	120	126.49	3.1	Deborah's Car	Fleet Services service completed successfully.	0.45	21143
732	2155	1089	11/8/2024	Brakes	Brake pedal feels soft; stopping distance increased.	Ceramic brake pad kit and caliper brackets	252.3	46.60%	4.2	120	277.53	4.7	Kiara's Car	Brakes service completed successfully.	11.48	49846
732	2156	1089	7/17/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	280.53	55.55%	3.4	120	308.58	3.9	Kiara's Car	Pre-Purchase Inspection service completed successfully.	3.51	50585
732	2157	1089	2/15/2024	Fleet Services	Fleet unit overdue for DOT compliance check.	Fleet fluid replacement and standard brake pads	79.85	42.03%	1.1	120	87.83	1.6	Kiara's Car	Fleet Services service completed successfully.	0.73	53084
732	2158	1090	11/19/2024	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	OEM fuse pack and battery sensor module	453.49	39.35%	4.2	120	498.84	4.7	Kiara's Truck	Battery/Electrical service completed successfully.	18.57	28247
733	2159	1091	3/4/2024	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	251.25	50.67%	1.9	120	276.38	2.4	Anna's Car	Glass/Windshield service completed successfully.	11.12	56440
733	2160	1092	6/17/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	78.16	45.12%	2.1	120	85.98	2.6	Anna's Car	Pre-Purchase Inspection service completed successfully.	24.93	68475
733	2161	1092	9/7/2023	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	219.19	31.97%	2.1	120	241.11	2.6	Anna's Car	Maintenance service completed successfully.	5.78	70848
733	2162	1092	11/27/2023	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	371.28	34.67%	4.8	120	408.41	5.3	Anna's Car	Seasonal Prep service completed successfully.	24.93	73207
734	2163	1093	1/19/2025	Suspension/Steering	Vehicle leans to one side when turning.	Tie rod ends and sway bar link replacements	371.67	52.66%	4.3	120	408.84	4.8	Connie's Van	Suspension/Steering service completed successfully.	17.26	45897
734	2164	1093	12/29/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	184.37	31.43%	2.3	120	202.81	2.8	Connie's Van	Performance Upgrades service completed successfully.	11.95	48363
734	2165	1093	9/30/2023	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	172.24	40.82%	4.8	120	189.46	5.3	Connie's Van	Performance Upgrades service completed successfully.	4.17	50534
734	2166	1094	11/10/2023	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	360.84	59.98%	2.5	120	396.92	3	Connie's Van	Roadside Assistance service completed successfully.	27.97	35040
734	2167	1094	12/27/2023	Brakes	Grinding sound noticed when slowing down from high speeds.	Ceramic brake pad kit and caliper brackets	298.97	29.17%	3.7	120	328.87	4.2	Connie's Van	Brakes service completed successfully.	14.61	35827
734	2168	1094	7/30/2023	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	393.61	33.08%	4.8	120	432.97	5.3	Connie's Van	Pre-Purchase Inspection service completed successfully.	25.28	37350
735	2169	1095	8/9/2024	Suspension/Steering	Steering wheel vibrates at highway speeds.	Strut assembly and control arm kit	63.27	45.99%	3.8	120	69.6	4.3	Erica's Van	Suspension/Steering service completed successfully.	19.32	78831
736	2170	1096	6/23/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	73.86	36.64%	1.6	120	81.25	2.1	Kelly's Truck	Pre-Purchase Inspection service completed successfully.	13.3	50168
736	2171	1096	8/13/2024	Fleet Services	Fleet unit overdue for DOT compliance check.	Fleet fluid replacement and standard brake pads	217	34.39%	3.3	120	238.7	3.8	Kelly's Truck	Fleet Services service completed successfully.	20.59	52563
736	2172	1097	5/21/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	105.73	44.45%	4.2	120	116.3	4.7	Kelly's Car	Pre-Purchase Inspection service completed successfully.	5.38	47018
736	2173	1097	1/10/2024	Brakes	Brake pedal feels soft; stopping distance increased.	Two-piece rotors and high-performance brake fluid	108.87	28.40%	4.9	120	119.76	5.4	Kelly's Car	Brakes service completed successfully.	7.74	48022
736	2174	1097	8/3/2023	Fleet Services	Fleet unit overdue for DOT compliance check.	"Oil, filter, rotation pack and maintenance checklist"	81.36	31.16%	3.2	120	89.5	3.7	Kelly's Car	Fleet Services service completed successfully.	23.82	49341
737	2175	1098	9/24/2024	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	171.78	45.45%	3.9	120	188.96	4.4	Gregory's Car	Seasonal Prep service completed successfully.	21.17	62917
737	2176	1098	1/15/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	454.58	53.41%	3.2	120	500.04	3.7	Gregory's Car	Miscellaneous/Other service completed successfully.	16.68	65269
738	2177	1099	5/30/2025	Diagnostics	Customer noticed sluggish acceleration and increased fuel usage.	Full diagnostic scan and wiring harness testing	251.35	49.56%	4.2	120	276.49	4.7	Rebecca's Truck	Diagnostics service completed successfully.	12.76	40458
739	2178	1100	2/14/2024	Oil/Fluid	Transmission fluid shows signs of contamination.	Transmission flush kit and gasket set	446.46	52.46%	2	120	491.11	2.5	Blake's Van	Oil/Fluid service completed successfully.	19.92	60583
739	2179	1100	8/1/2024	Fleet Services	Quarterly fleet maintenance scheduled for company vehicle.	Fleet fluid replacement and standard brake pads	135.6	43.61%	4.8	120	149.16	5.3	Blake's Van	Fleet Services service completed successfully.	9.08	61480
